city,district,street,place,location,remark,source,link,is_today,province
唐山,丰南区,,开滦钱营矿,"118.365335,39.597339",,唐山发布,https://mp.weixin.qq.com/s/cv282qdn7xnl7zV_t1KzcA,0,河北省
唐山,路南区,,万达购物广场,"118.150899,39.62547",,河北日报,https://mp.weixin.qq.com/s?__biz=MzA4NjUyMjMzMA==&mid=2650788921&idx=1&sn=453b3b352e07b8ceda3d21fab1634332&chksm=87cc148cb0bb9d9a6788e15aa0d63ce1488b17263b78e0aa998b5fa6eb440787ecb413d2db27&mpshare=1&scene=1&srcid=&sharer_sharetime=1580972164289&sharer_sh,0,河北省
唐山,路南区,,仁泰里小区南门药店,"118.13557,39.593439",,河北日报,https://mp.weixin.qq.com/s/FxyY0OvaYiJZOeCYbgD1rw,0,河北省
唐山,路南区,,唐百集团南湖金地购物广场药店,"118.135262,39.59111",,河北日报,https://mp.weixin.qq.com/s/FxyY0OvaYiJZOeCYbgD1rw,0,河北省
沧州,运河区,,泊头营子镇尚古庄村,"116.415123,38.191318",,燕赵都市报,https://mp.weixin.qq.com/s/5Er7Ahndn1_ObDZx9aH8pw,0,河北省
沧州,南皮县,,冯家口镇,"116.744597,38.16021",,河北省人民政府,http://www.cangzhou.gov.cn/zwbz/zwdt/bmdt/pjj/698013.shtml,0,河北省
沧州,南皮县,,刘八里乡,"116.61181,38.04495",,河北省人民政府,http://www.cangzhou.gov.cn/zwbz/zwdt/bmdt/pjj/698013.shtml,0,河北省
沧州,南皮县,,南皮镇,"116.695833,38.043372",,河北省人民政府,http://www.cangzhou.gov.cn/zwbz/zwdt/bmdt/pjj/698013.shtml,0,河北省
沧州,南皮县,,南皮县,"116.708104,38.038584",,燕赵都市报,https://mp.weixin.qq.com/s/-i-nTUiYYww7TGbXeb5Cgg,0,河北省
沧州,肃宁县,,邵庄乡,"115.88625,38.507326",,河北省人民政府,http://www.cangzhou.gov.cn/zwbz/zwdt/bmdt/pjj/698013.shtml,0,河北省
沧州,肃宁县,,肃宁县,"115.829758,38.422802",,燕赵都市报,https://mp.weixin.qq.com/s/-i-nTUiYYww7TGbXeb5Cgg,0,河北省
沧州,黄骅市,,骅西街道,"117.330048,38.371383",,河北省人民政府,http://www.cangzhou.gov.cn/zwbz/zwdt/bmdt/pjj/698013.shtml,0,河北省
沧州,黄骅市,,黄骅市,"117.330048,38.371383",,燕赵都市报,https://mp.weixin.qq.com/s/-i-nTUiYYww7TGbXeb5Cgg,0,河北省
沧州,泊头市,,交河镇,"116.29035,38.019449",,河北省人民政府,http://www.cangzhou.gov.cn/zwbz/zwdt/bmdt/pjj/698013.shtml,0,河北省
沧州,泊头市,,泊头市,"116.578368,38.083437",,燕赵都市报,https://mp.weixin.qq.com/s/-i-nTUiYYww7TGbXeb5Cgg,0,河北省
沧州,献县,,十五级乡西杨村,,,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,老土产公司对过家属院,"116.120064,38.203854",,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,泰昌商场二期1-5楼,"116.13082,38.184731",,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,泰昌商场天桥,"116.130688,38.1846",,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,泰昌商场一期1-5楼,"116.13082,38.184731",,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,泰昌商场天桥下东侧小摊,"116.130688,38.1846",,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,十五级乡大马村药店,"116.250039,38.302596",,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,十五级乡大集,"116.250039,38.302596",,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,十五级乡十字街东西两药店,,,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,献县,,马超饭店（千隆食品西侧）,,,献县微报,https://mp.weixin.qq.com/s/vW47OEy7YrDpRpNDCzCOJw,0,河北省
沧州,河间市,,留古寺镇,"116.220594,38.536085",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/10.html,0,河北省
沧州,河间市,,束城镇桥头西边中亚大药房,"116.392512,38.537927",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,束城镇东部中亚大药房,,,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,束城镇隆昌商厦,"116.392019,38.537922",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,束城镇信源购物,"116.392295,38.537922",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,束城镇金利达粮油店,,,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,三厂附近家和超市,"116.095231,38.440887",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,京开路红绿灯附近中亚大药房,"116.097493,38.425008",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,狮城大药房,"116.086276,38.44453",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,惠友超市,"116.087359,38.442861",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,东方超市,"116.329956,38.514718",,河北日报,https://mp.weixin.qq.com/s/ZzQv9sXypJbRpWbBAgq7ng,0,河北省
沧州,河间市,,束城镇炼钢超市,"116.39849,38.538099",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,1,河北省
沧州,河间市,,市域东北部乡镇,"116.402919,38.418949",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,河间市,,束城镇东部炼钢超市,"116.39849,38.538099",,河北日报,https://mp.weixin.qq.com/s/zvH_VTz78w_y1Nap991WmQ,0,河北省
沧州,任丘市,,远景小区,"116.110881,38.714166",,燕赵都市报,https://mp.weixin.qq.com/s/5Er7Ahndn1_ObDZx9aH8pw,0,河北省
沧州,任丘市,,蕾莎惠友超市,"116.102199,38.710078",,燕赵都市报,https://mp.weixin.qq.com/s/5Er7Ahndn1_ObDZx9aH8pw,0,河北省
沧州,任丘市,,同善药店,"116.118105,38.703336",,燕赵都市报,https://mp.weixin.qq.com/s/5Er7Ahndn1_ObDZx9aH8pw,0,河北省
沧州,任丘市,,裕华路诚仁堂人民大药房,"116.115556,38.709816",,燕赵都市报,https://mp.weixin.qq.com/s/5Er7Ahndn1_ObDZx9aH8pw,0,河北省
沧州,任丘市,,食为鲜菜店,"116.820135,38.564372",,燕赵都市报,https://mp.weixin.qq.com/s/5Er7Ahndn1_ObDZx9aH8pw,0,河北省
沧州,任丘市,,梁召镇东姜村,"116.343849,38.793978",,燕赵都市报,https://mp.weixin.qq.com/s/5Er7Ahndn1_ObDZx9aH8pw,0,河北省
沧州,任丘市,,招待处,"116.10599,38.711164",,河北日报,https://mp.weixin.qq.com/s/ZzQv9sXypJbRpWbBAgq7ng,0,河北省
衡水,饶阳县,,饶阳高速东加油站,"115.642902,38.171364",,燕赵都市报,https://mp.weixin.qq.com/s/OYYbawr_Jxl6yCNMtm1Fwg,0,河北省
衡水,安平县,,安平县,"115.519216,38.23451",,衡水卫健委,http://www.shenzhou.gov.cn/art/2020/2/5/art_755_208640.html,0,河北省
衡水,深州市,,深州市,"115.559574,38.001536",,衡水卫健委,http://www.shenzhou.gov.cn/art/2020/2/5/art_755_208640.html,0,河北省
衡水,枣强县,,枣强县,"115.72426,37.513417",,衡水卫健委,http://www.shenzhou.gov.cn/art/2020/2/5/art_755_208640.html,0,河北省
衡水,桃城区,,桃城区,"115.675415,37.735348",,衡水卫健委,http://www.shenzhou.gov.cn/art/2020/2/5/art_755_208640.html,0,河北省
保定,易县,,易水砚华驿酒店,"115.478942,39.333213",,河北日报,https://mp.weixin.qq.com/s/kqYpbtQY7HoIAPyKABknsA,0,河北省
保定,易县,,荣升家电,"114.996785,39.20886",,燕赵都市报,https://mp.weixin.qq.com/s/OYYbawr_Jxl6yCNMtm1Fwg,0,河北省
保定,易县,,坡仓乡购物广场,"114.992713,39.209893",,燕赵都市报,https://mp.weixin.qq.com/s/OYYbawr_Jxl6yCNMtm1Fwg,0,河北省
保定,易县,,良岗镇,"115.062249,39.245021",,燕赵都市报,https://mp.weixin.qq.com/s/OYYbawr_Jxl6yCNMtm1Fwg,0,河北省
保定,涞源县,,涞源县城,"114.719089,39.345312",,燕赵都市报,https://mp.weixin.qq.com/s/OYYbawr_Jxl6yCNMtm1Fwg,0,河北省
保定,涞源县,,涞百购物广场地下超市、三楼,"114.688842,39.352459",,燕赵都市报,https://mp.weixin.qq.com/s/OYYbawr_Jxl6yCNMtm1Fwg,0,河北省
保定,涞源县,,同和火锅一楼卡座,"114.704137,39.348238",,燕赵都市报,https://mp.weixin.qq.com/s/OYYbawr_Jxl6yCNMtm1Fwg,0,河北省
保定,安国市,,安国市,"115.326647,38.41844",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,阜平县,,阜平县,"114.195104,38.849152",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,高阳县,,高阳县,"115.778965,38.700088",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,望都县,,望都县,"115.155112,38.69579",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,涿州市,,赵各庄村,"116.036616,39.493978",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,涿州市,,燕邑路鸿生堂药店,"116.018538,39.492887",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,二中心门口综合超市,"115.993546,39.485951",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,码头镇向阳特惠超市,"116.052576,39.543005",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,双塔路菜市场潘静敏摊位、张爱国摊位,"115.979025,39.500699",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,大石桥菜市场利群粮油店,"115.97001,39.523646",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,惠友超市8店,"116.014515,39.485327",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,槐林农贸市场,"116.012276,39.488312",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,政法街汇果居相邻的惠友超市,"116.024292,39.48959",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,朝阳路宏康医药总店,"116.036961,39.489033",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,汪汪宠物店,"116.023081,39.492863",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,火炬街万顺超市,"116.035486,39.487817",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,涿州市,,火炬街惠友超市,"116.034871,39.487836",,河北日报,https://mp.weixin.qq.com/s/Mt1qtmBb_qB9OZN9_rvVeQ,0,河北省
保定,徐水区,,徐水区,"115.655778,39.018737",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,竞秀区,,竞秀区,"115.458669,38.877606",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,高碑店,,高碑店,"115.873758,39.326521",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,河北省
保定,莲池区,,北三环车管所对面北侧的大众浴池,"115.557625,38.917245",,河北日报,https://mp.weixin.qq.com/s/THzqA5F96TZCiv_RVEotfQ,0,河北省
保定,莲池区,,未来石万达广场四楼“呷哺呷哺”火锅店,"115.558339,38.878819",,河北日报,https://mp.weixin.qq.com/s/THzqA5F96TZCiv_RVEotfQ,0,河北省
保定,莲池区,,未来石万达广场永辉超市购物,"115.558339,38.878819",,河北日报,https://mp.weixin.qq.com/s/THzqA5F96TZCiv_RVEotfQ,0,河北省
保定,莲池区,,房管局2楼大厅,"115.493524,38.866506",,河北日报,https://mp.weixin.qq.com/s/THzqA5F96TZCiv_RVEotfQ,0,河北省
石家庄,裕华区,,裕华区,"114.531362,38.006453",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/5.html,0,河北省
石家庄,新华区,,新华区,"114.463347,38.05106",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/5.html,0,河北省
石家庄,桥西区,,新华西路,"114.424514,38.051049",,石家庄发布,https://mp.weixin.qq.com/s/ENBcukErQaX-ykk9P2usZQ,0,河北省
石家庄,桥西区,,建胜路,"114.500305,38.019991",,石家庄发布,https://mp.weixin.qq.com/s/ENBcukErQaX-ykk9P2usZQ,0,河北省
石家庄,新乐市,,新乐市,"114.684014,38.343296",,燕赵都市报,https://mp.weixin.qq.com/s/DADqrN4SFpzy2ByTXzDAuQ,0,河北省
石家庄,藁城区,,藁城区开发区,"114.688951,38.024039",,石家庄发布,https://mp.weixin.qq.com/s/ENBcukErQaX-ykk9P2usZQ,0,河北省
石家庄,正定县,,正定县,"114.570941,38.146445",,河北日报,https://mp.weixin.qq.com/s/-DRiECTGQLOZPKR80jrPHA,0,河北省
石家庄,长安区,,长安区,"114.53906,38.036654",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/5.html,0,河北省
石家庄,高邑县,,高邑县,"114.611433,37.615159",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/5.html,0,河北省
石家庄,赵县,,赵县,"114.776187,37.756498",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/5.html,0,河北省
北京,通州区,,金三角市场,"116.883918,39.713868",,燕赵都市报,http://www.yandunews.com/html/2020/bingli_0209/11.html,0,北京市
北京,通州区,,马驹桥镇北门口村,"116.553786,39.766409",,北京通州发布,https://mp.weixin.qq.com/s/vPVj3aqVk-L6ktjmQ0Bxkg,0,北京市
北京,通州区,,梨园镇北杨洼小区梨园家属院,"116.666803,39.887896",,北京通州发布,https://mp.weixin.qq.com/s/wPdBsCCImBpTs_DVLViJfg,0,北京市
北京,通州区,,于家务回族乡崔各庄村,"116.714064,39.694216",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,顺义区,,空港街道龙湖滟澜山,"116.501345,40.091729",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,顺义区,,胜利街道义宾南区,"116.648331,40.131418",,北京市疾控中心,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,0,北京市
北京,密云区,,十里堡镇河槽村,"116.788963,40.342655",,北京疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,昌平区,,天通苑东三区2号,"116.439332,40.07243",,北京昌平,https://weibo.com/2518353303/IuMjQzpvG,0,北京市
北京,昌平区,,北七家镇北亚花园社区,"116.42135,40.129451",,北京昌平,https://weibo.com/2518353303/Iu1bmjDBc,0,北京市
北京,昌平区,,南邵镇长滩壹号,"116.27499,40.197484",,北京昌平,https://weibo.com/2518353303/IuMjQzpvG?type=comment#_rnd1582038308429,0,北京市
北京,昌平区,,天通苑南街道天通东苑二区,"116.439374,40.065447",,北京昌平,https://weibo.com/2518353303/Iu1bmjDBc,0,北京市
北京,昌平区,,南邵镇长滩庭苑社区,"116.27501,40.197449",,北京昌平,https://weibo.com/2518353303/ItIknhiuS,0,北京市
北京,昌平区,,龙泽园街道龙泽苑东区,"116.327374,40.072996",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,昌平区,,天通苑北街道天通苑北一区,"116.417835,40.076661",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,房山区,,长阳镇祥云街1号院,"116.204563,39.763011",,北京房山,https://weibo.com/2590506174/Iutzstm79,0,北京市
北京,房山区,,西潞街道西潞东里小区,"116.135335,39.733345",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,房山区,,长阳镇康泽佳苑小区,"116.2067,39.766867",,北京市疾控中心,https://mp.weixin.qq.com/s/dbCI8lhB8fDXNQwdbuAREw,0,北京市
北京,房山区,,张坊镇西白岱村,"115.736167,39.567744",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,丰台区,,右安门街道家和园小区,"116.360717,39.860327",,北京丰台,https://weibo.com/1893892941/Iu16PBF5z,0,北京市
北京,丰台区,,南苑街道南庭新苑北区,"116.368955,39.806868",,北京丰台,https://weibo.com/1893892941/Iu16PBF5z,0,北京市
北京,丰台区,,花乡街道幸福家园小区东区,"116.310466,39.818057",,北京市疾控中心,https://mp.weixin.qq.com/s/Knh2diX1UlX_TrMDYOc-hw,0,北京市
北京,丰台区,,新村街道刘孟家园小区,"116.302465,39.838112",,北京市疾控中心,https://mp.weixin.qq.com/s/Knh2diX1UlX_TrMDYOc-hw,0,北京市
北京,丰台区,,东高地街道万源南里小区,"116.425794,39.797392",,北京市疾控中心,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,0,北京市
北京,丰台区,,东铁营街道定安东里,"116.41465,39.859323",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,丰台区,,太平桥街道华源四里,"116.319191,39.881091",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,丰台区,,新村街道富丰园,"116.28277,39.837041",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,丰台区,,丰台街道电报局街小区,"116.285857,39.850061",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,丰台区,,卢沟桥街道西府颐园,"116.267026,39.882345",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,丰台区,,丰台街道建国街一里,"116.292753,39.847418",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,大兴区,,旧宫镇润枫锦尚小区,"116.428662,39.790737",,北京大兴,https://weibo.com/2590508324/Iu123ezk2,0,北京市
北京,大兴区,,瀛海镇金茂悦北区5号院,"116.485146,39.755371",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,大兴区,,观音寺街道双河南里,"116.347193,39.73411",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,大兴区,,林校路街道泰禾中央广场,"116.322161,39.7146",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,大兴区,,兴丰街道瑞康家园小区,"116.342029,39.739248",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,大兴区,,西红门镇瑞海家园二区,"116.331716,39.786495",,北京市疾控中心,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,0,北京市
北京,大兴区,,黄村镇格林云墅,"116.401656,39.70811",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,怀柔区,,庙城镇郑重庄村,"116.616347,40.285344",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,海淀区,,北太平庄街道新街口外大街15号院,"116.370061,39.963717",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,海淀区,,紫竹院街道民族大学西路66号鑫德家园,"116.317432,39.949162",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,海淀区,,中关村街道知春路82号院小区,"116.329983,39.974168",,北京市疾控中心,https://mp.weixin.qq.com/s/Knh2diX1UlX_TrMDYOc-hw,0,北京市
北京,海淀区,,中关村街道软件小区,"116.335178,39.981591",,北京市疾控中心,https://mp.weixin.qq.com/s/n2008SsZhAuPl2cblreWlQ,0,北京市
北京,海淀区,,北太平庄街道北京师范大学小区,"116.362981,39.965078",,北京市疾控中心,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,0,北京市
北京,海淀区,,中关村街道中科院东南小区,"116.323502,39.979102",,北京市疾控中心,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,0,北京市
北京,海淀区,,田村路街道玉海园二里小区,"116.253621,39.920037",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,石景山区,,玉泉北里2区,"116.24881,39.919428",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,石景山区,,八宝山街道鲁谷远洋山水,"116.240023,39.900649",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,石景山区,,五里坨街道西街天翠阳光新城,"116.121908,39.954361",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,石景山区,,老山街道玉泉北里2区,"116.24881,39.919428",,北京市疾控中心,https://mp.weixin.qq.com/s/mEinZPP4PdN6J7qKX7dE2Q,0,北京市
北京,朝阳区,,慈云寺北里,"116.495146,39.918334",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,朝阳区,,北苑路86号嘉铭园,"116.426212,40.004212",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,朝阳区,,高碑店乡陶家湾,"116.542548,39.905228",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,朝阳区,,奥运村街道林萃路10号院,"116.374133,40.010469",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,朝阳区,,来广营乡明天第一城,"116.408489,40.0501",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,朝阳区,,亚运村街道安慧北里,"116.414287,39.99565",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,朝阳区,,垡头街道翠城熙园小区,"116.506718,39.856199",,北京市疾控中心,https://mp.weixin.qq.com/s/mEinZPP4PdN6J7qKX7dE2Q,0,北京市
北京,朝阳区,,南磨房乡世纪东方嘉园,"116.495694,39.87271",,北京市疾控中心,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,0,北京市
北京,朝阳区,,高碑店北花园社区超级蜂窝,"116.55085,39.904323",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,朝阳区,,将台乡芳园里小区,"116.486259,39.972198",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
北京,朝阳区,,来广营乡筑华年,"116.427805,40.03593",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,朝阳区,,东坝乡恒大江湾,"116.532171,39.969021",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,西城区,,展览路街道南营房社区,"116.350777,39.919754",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,西城区,,月坛街道莲花池东路甲5号院,"116.338668,39.898047",,北京市疾控中心,https://mp.weixin.qq.com/s/Fgsg_hTqJzhIHPPeCSWPIw,0,北京市
北京,西城区,,广安门外街道红居南街1号院,"116.339704,39.883862",,北京市疾控中心,https://mp.weixin.qq.com/s/-wsjGguASAT2WCWg2LBNVA,0,北京市
北京,西城区,,新街口街道富国里,"116.365617,39.929937",,北京市疾控中心,https://mp.weixin.qq.com/s/0BJBc-qrghs3-g2xzs8Plw,0,北京市
北京,西城区,,月坛街道三里河三区,"116.339172,39.909584",,北京西城,https://weibo.com/2208751963/ItINW9Vbs,0,北京市
北京,西城区,,月坛街道三里河一区,"116.342244,39.916551",,北京西城,https://weibo.com/2208751963/IuVXaDN0j,1,北京市
北京,西城区,,广安门外街道三义东里,"116.33295,39.888702",,北京西城,https://weibo.com/2208751963/IuVXaDN0j,1,北京市
北京,东城区,,东直门街道新中街18号,"116.440691,39.935708",,北京市疾控中心,https://mp.weixin.qq.com/s/-wsjGguASAT2WCWg2LBNVA,0,北京市
北京,东城区,,体育馆路街道驹章胡同,"116.426008,39.88813",,北京市疾控中心,https://mp.weixin.qq.com/s/3-vaX3qS-ETg624GmC-AmA,0,北京市
北京,东城区,,北新桥街道东直门北小街8号,"116.426286,39.947715",,北京市疾控中心,https://mp.weixin.qq.com/s/5JTDmfTzdGR4HI_u-xqzKQ,0,北京市
北京,东城区,,北新桥街道后永康2巷,"116.422616,39.945158",,北京市疾控中心,https://mp.weixin.qq.com/s/6dcjtAS7H9J-R8MENf8Ygw,0,北京市
南平,建瓯市,,小松镇溪头村伊墩自然村,"118.365028,27.223116",,今日建瓯,https://mp.weixin.qq.com/s/tBy_BWTG5Zctl6QTASW-_A,0,福建省
南平,建瓯市,,建瓯市,,,南平卫健委,http://wjw.np.gov.cn/cms/html/npswshjhsywyh/2020-02-11/2025674694.html,0,福建省
南平,松溪县,,花桥乡源尾村黄屯80号,"118.656412,27.570041",,松溪县人民政府,http://www.songxi.gov.cn/cms/html/xzfwz/2020-02-11/723236948.html,0,福建省
南平,松溪县,,杉溪村,"118.738723,27.507907",,松溪县人民政府,http://www.songxi.gov.cn/cms/html/xzfwz/2020-02-11/723236948.html,0,福建省
南平,松溪县,,河东金凯小区,"118.790287,27.526052",,松溪县人民政府,http://www.songxi.gov.cn/cms/html/xzfwz/2020-02-11/723236948.html,0,福建省
南平,松溪县,,衢州人家,"118.798005,27.537843",,松溪县人民政府,http://www.songxi.gov.cn/cms/html/xzfwz/2020-02-11/723236948.html,0,福建省
南平,松溪县,,松溪县,,,南平卫健委,http://wjw.np.gov.cn/cms/html/npswshjhsywyh/2020-02-11/2025674694.html,0,福建省
